VOIP - WholeSale Nazionali 2021;07441830133;;01/02/2025 12:16:51;00:00:17;0;0,0049;0,00139
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:00:22;00:02:05;0;0,0049;0,01021
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:06:20;00:00:48;0;0,0049;0,00392
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:08:38;00:02:15;0;0,0049;0,01103
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:09:42;00:07:34;0;0,0049;0,03708
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:13:52;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:16:30;00:04:22;0;0,0049;0,0214
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:16:32;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:21:03;00:03:10;0;0,0049;0,01552
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:24:01;00:07:25;0;0,0049;0,03634
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:26:19;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:28:46;00:02:10;0;0,0049;0,01062
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:33:24;00:02:04;0;0,0049;0,01013
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:35:45;00:03:14;0;0,0049;0,01584
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:41:47;00:02:51;0;0,0049;0,01397
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:45:27;00:01:27;0;0,0049;0,00711
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:46:15;00:00:01;0;0,0049;0,00008
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:47:37;00:01:34;0;0,0049;0,00768
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 09:57:44;00:01:00;0;0,0049;0,0049
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:07:54;00:00:51;0;0,0049;0,00417
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:08:38;00:01:39;0;0,0049;0,00809
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:11:05;00:01:22;0;0,0049;0,0067
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:15:43;00:02:59;0;0,0049;0,01462
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:32:05;00:02:31;0;0,0049;0,01233
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:32:48;00:02:32;0;0,0049;0,01241
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:33:21;00:03:06;0;0,0049;0,01519
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:33:46;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:35:55;00:02:29;0;0,0049;0,01217
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:36:11;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:53:21;00:03:35;0;0,0049;0,01756
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 10:58:21;00:00:57;0;0,0049;0,00466
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:02:16;00:00:29;0;0,0049;0,00237
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:07:17;00:01:03;0;0,0049;0,00515
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:10:59;00:01:59;0;0,0049;0,00972
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:12:34;00:03:57;0;0,0049;0,01936
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:17:40;00:02:28;0;0,0049;0,01209
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:19:32;00:02:23;0;0,0049;0,01168
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:20:31;00:00:06;0;0,0049;0,00049
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:20:41;00:02:45;0;0,0049;0,01348
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:21:11;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:21:17;00:02:10;0;0,0049;0,01062
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:21:35;00:06:12;0;0,0049;0,03038
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:23:26;00:02:10;0;0,0049;0,01062
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:25:47;00:04:39;0;0,0049;0,02279
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:27:50;00:00:39;0;0,0049;0,00319
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:30:51;00:03:02;0;0,0049;0,01486
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:35:29;00:01:16;0;0,0049;0,00621
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:45:41;00:07:02;0;0,0049;0,03446
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:46:00;00:00:21;0;0,0049;0,00172
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:47:27;00:01:02;0;0,0049;0,00506
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 11:52:34;00:01:20;0;0,0049;0,00653
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:09:00;00:00:45;0;0,0049;0,00368
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:15:18;00:03:38;0;0,0049;0,0178
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:36:53;00:01:50;0;0,0049;0,00898
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:52:34;00:04:30;0;0,0049;0,02205
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:54:31;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:55:00;00:02:10;0;0,0049;0,01062
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:57:23;00:00:29;0;0,0049;0,00237
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 12:58:33;00:05:54;0;0,0049;0,02891
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 13:03:14;00:00:14;0;0,0049;0,00114
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 13:09:56;00:00:13;0;0,0049;0,00106
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 13:17:43;00:00:16;0;0,0049;0,00131
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 13:22:29;00:00:15;0;0,0049;0,00123
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 15:48:03;00:00:16;0;0,0049;0,00131
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 16:00:10;00:00:16;0;0,0049;0,00131
VOIP - WholeSale Nazionali 2021;07441830133;;03/02/2025 16:53:55;00:00:17;0;0,0049;0,00139
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 08:11:28;00:00:14;0;0,0049;0,00114
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 08:13:48;00:00:12;0;0,0049;0,00098
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:02:31;00:01:00;0;0,0049;0,0049
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:03:37;00:01:01;0;0,0049;0,00498
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:06:58;00:01:01;0;0,0049;0,00498
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:09:54;00:01:00;0;0,0049;0,0049
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:10:24;00:02:28;0;0,0049;0,01209
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:11:04;00:06:08;0;0,0049;0,03005
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:13:01;00:02:10;0;0,0049;0,01062
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:14:40;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:19:01;00:00:09;0;0,0049;0,00074
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:19:27;00:00:03;0;0,0049;0,00025
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:19:38;00:00:03;0;0,0049;0,00025
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:23:29;00:05:43;0;0,0049;0,02801
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:26:59;00:00:08;0;0,0049;0,00065
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:30:51;00:03:28;0;0,0049;0,01699
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:31:48;00:02:11;0;0,0049;0,0107
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:31:55;00:01:06;0;0,0049;0,00539
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:34:22;00:05:12;0;0,0049;0,02548
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:35:56;00:01:46;0;0,0049;0,00866
VOIP - WholeSale Nazionali 2021;07441830133;;04/02/2025 09:36:01;00:02:11;0;0,0049;0,0107
